,rating,ana_timePlayed,ana_defensiveAssistsAvgPer10Min,ana_offensiveAssistsAvgPer10Min,ana_barrierDamageDoneAvgPer10Min,ana_criticalHitsAvgPer10Min,ana_deathsAvgPer10Min,ana_eliminationsAvgPer10Min,ana_finalBlowsAvgPer10Min,ana_healingDoneAvgPer10Min,ana_heroDamageDoneAvgPer10Min,ana_objectiveKillsAvgPer10Min,ana_objectiveTimeAvgPer10Min,ana_soloKillsAvgPer10Min,ana_timeSpentOnFireAvgPer10Min,ana_weaponAccuracy,ana_enemiesSleptAvgPer10Min,ana_nanoBoostAssistsAvgPer10Min,ana_scopedAccuracy,ana_selfHealingAvgPer10Min,ana_unscopedAccuracy,baptiste_timePlayed,baptiste_defensiveAssistsAvgPer10Min,baptiste_offensiveAssistsAvgPer10Min,baptiste_barrierDamageDoneAvgPer10Min,baptiste_criticalHitsAvgPer10Min,baptiste_deathsAvgPer10Min,baptiste_eliminationsAvgPer10Min,baptiste_finalBlowsAvgPer10Min,baptiste_healingDoneAvgPer10Min,baptiste_heroDamageDoneAvgPer10Min,baptiste_objectiveKillsAvgPer10Min,baptiste_objectiveTimeAvgPer10Min,baptiste_soloKillsAvgPer10Min,baptiste_timeSpentOnFireAvgPer10Min,baptiste_weaponAccuracy,baptiste_amplificationMatrixAssistsAvgPer10Min,baptiste_healingAccuracy,baptiste_immortalityFieldDeathsPreventedAvgPer10Min,baptiste_selfHealingAvgPer10Min,brigitte_timePlayed,brigitte_defensiveAssistsAvgPer10Min,brigitte_offensiveAssistsAvgPer10Min,brigitte_barrierDamageDoneAvgPer10Min,brigitte_criticalHitsAvgPer10Min,brigitte_deathsAvgPer10Min,brigitte_eliminationsAvgPer10Min,brigitte_finalBlowsAvgPer10Min,brigitte_healingDoneAvgPer10Min,brigitte_heroDamageDoneAvgPer10Min,brigitte_objectiveKillsAvgPer10Min,brigitte_objectiveTimeAvgPer10Min,brigitte_soloKillsAvgPer10Min,brigitte_timeSpentOnFireAvgPer10Min,brigitte_weaponAccuracy,brigitte_armorProvidedAvgPer10Min,brigitte_damageBlockedAvgPer10Min,brigitte_inspireUptimePercentage,lucio_timePlayed,lucio_defensiveAssistsAvgPer10Min,lucio_offensiveAssistsAvgPer10Min,lucio_barrierDamageDoneAvgPer10Min,lucio_criticalHitsAvgPer10Min,lucio_deathsAvgPer10Min,lucio_eliminationsAvgPer10Min,lucio_finalBlowsAvgPer10Min,lucio_healingDoneAvgPer10Min,lucio_heroDamageDoneAvgPer10Min,lucio_objectiveKillsAvgPer10Min,lucio_objectiveTimeAvgPer10Min,lucio_soloKillsAvgPer10Min,lucio_timeSpentOnFireAvgPer10Min,lucio_weaponAccuracy,lucio_soundBarriersProvidedAvgPer10Min,lucio_selfHealingAvgPer10Min,mercy_timePlayed,mercy_defensiveAssistsAvgPer10Min,mercy_offensiveAssistsAvgPer10Min,mercy_barrierDamageDoneAvgPer10Min,mercy_criticalHitsAvgPer10Min,mercy_deathsAvgPer10Min,mercy_eliminationsAvgPer10Min,mercy_finalBlowsAvgPer10Min,mercy_healingDoneAvgPer10Min,mercy_heroDamageDoneAvgPer10Min,mercy_objectiveKillsAvgPer10Min,mercy_objectiveTimeAvgPer10Min,mercy_soloKillsAvgPer10Min,mercy_timeSpentOnFireAvgPer10Min,mercy_weaponAccuracy,mercy_damageAmplifiedAvgPer10Min,mercy_playersResurrectedAvgPer10Min,moira_timePlayed,moira_defensiveAssistsAvgPer10Min,moira_offensiveAssistsAvgPer10Min,moira_barrierDamageDoneAvgPer10Min,moira_criticalHitsAvgPer10Min,moira_deathsAvgPer10Min,moira_eliminationsAvgPer10Min,moira_finalBlowsAvgPer10Min,moira_healingDoneAvgPer10Min,moira_heroDamageDoneAvgPer10Min,moira_objectiveKillsAvgPer10Min,moira_objectiveTimeAvgPer10Min,moira_soloKillsAvgPer10Min,moira_timeSpentOnFireAvgPer10Min,moira_weaponAccuracy,moira_coalescenceHealingAvgPer10Min,moira_coalescenceKillsAvgPer10Min,moira_secondaryFireAccuracy,moira_selfHealingAvgPer10Min,zenyatta_timePlayed,zenyatta_defensiveAssistsAvgPer10Min,zenyatta_offensiveAssistsAvgPer10Min,zenyatta_barrierDamageDoneAvgPer10Min,zenyatta_criticalHitsAvgPer10Min,zenyatta_deathsAvgPer10Min,zenyatta_eliminationsAvgPer10Min,zenyatta_finalBlowsAvgPer10Min,zenyatta_healingDoneAvgPer10Min,zenyatta_heroDamageDoneAvgPer10Min,zenyatta_objectiveKillsAvgPer10Min,zenyatta_objectiveTimeAvgPer10Min,zenyatta_soloKillsAvgPer10Min,zenyatta_timeSpentOnFireAvgPer10Min,zenyatta_weaponAccuracy,zenyatta_transcendenceHealingBest
277,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3617,19.34,,831,,6.49,14.58,1.88,11999,2397,9.53,01:56,,00:43,,1272,3.75,36%,1991,,,,,,,,,,,,,,,,
278,1639,10829.0,11.24,6.45,1005.0,,7.02,8.06,1.57,8351.0,1817.0,3.92,00:38,0.09,00:21,12%,4.84,2.18,51%,351.0,50%,3631.0,15.57,1.47,2825.0,9.86,6.82,9.77,2.76,8904.0,3332.0,4.52,00:48,0.37,00:39,27%,1.47,66%,2.58,1079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1659,3624.0,11.37,9.49,1853.0,,5.54,12.78,2.73,6118.0,3751.0,4.61,00:37,0.75,01:12,21%,6.48,2.63,48%,625.0,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2661,14421.0,12.24,9.6,1034.0,,5.36,9.79,1.63,9562.0,2647.0,3.19,00:37,0.23,00:50,20%,5.63,3.81,61%,430.0,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3637.0,18.94,13.06,4096.0,9.08,5.54,12.02,3.81,6972.0,4495.0,4.15,00:48,0.35,00:16,19%,1601.0
281,2622,3658.0,15.15,11.67,1644.0,,6.25,12.37,2.36,9816.0,2507.0,5.28,01:01,0.28,00:50,20%,6.11,5.14,63%,555.0,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7230.0,8.31,11.37,2650.0,12.31,6.2,15.69,3.14,5952.0,3913.0,7.14,01:55,0.47,01:12,27%,8.71,1341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2676,3606.0,14.07,10.44,2072.0,,5.9,9.83,1.66,8315.0,2693.0,4.39,01:41,0.15,00:52,15%,7.11,4.69,51%,504.0,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631.0,22.97,6.11,5.24,0.87,5.85,0.61,0.52,12741.0,113.0,0.09,01:05,0.17,00:11,27%,750.0,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3610.0,8.81,6.48,1223.0,10.47,8.14,12.47,1.99,11548.0,3619.0,6.65,03:05,0.33,01:04,31%,16.12,2594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2251,14402.0,13.14,9.0,1215.0,,7.11,9.03,1.86,8584.0,1963.0,3.93,01:09,0.11,00:57,12%,5.46,3.54,53%,576.0,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2456,3638.0,10.71,8.11,892.0,,9.41,8.11,1.78,7468.0,1658.0,3.08,00:56,0.32,00:40,11%,4.87,4.38,53%,566.0,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10844.0,18.25,2.64,359.0,5.44,7.78,5.64,1.27,8866.0,1038.0,2.49,01:07,,00:18,26%,350.0,6.0,,,,,,,,,,,,,,,,,,,,3610.0,22.75,17.09,3885.0,9.16,8.44,16.16,3.81,6416.0,4568.0,8.54,01:12,0.41,01:04,20%,1438.0
290,2401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1867,3635.0,13.48,13.32,1425.0,,2.92,22.74,8.12,8902.0,7884.0,6.82,00:41,1.79,05:04,48%,11.21,3.74,68%,553.0,65%,3602.0,27.22,3.69,3321.0,56.74,1.38,37.98,16.15,10895.0,10275.0,11.07,00:49,3.38,06:44,49%,3.69,75%,2.92,1204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,3514,43241.0,13.6,8.98,1102.0,,6.27,7.93,1.23,10542.0,1656.0,3.65,00:57,0.07,00:56,13%,5.01,4.25,62%,343.0,52%,32424.0,21.17,3.36,1806.0,7.21,6.95,9.03,2.3,12254.0,2357.0,4.37,01:05,0.22,01:34,30%,3.36,71%,3.98,1204.0,28848.0,26.49,4.6,1249.0,,7.3,12.81,2.93,9487.0,3220.0,5.19,01:26,0.35,00:28,,1917.0,1657.0,32%,7237.0,12.19,11.08,2674.0,12.64,8.24,13.81,2.06,7144.0,3289.0,6.35,01:47,0.22,00:40,22%,9.02,1349.0,25214.0,21.74,13.07,17.71,1.37,5.96,0.84,0.4,10695.0,168.0,0.16,00:47,0.12,00:19,26%,1566.0,5.61,3613,15.6,,1103,,6.39,18.54,2.94,10247,3843,9.97,01:17,0.26,00:33,,1480,3.2,54%,1665,,,,,,,,,,,,,,,,
293,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2957,3633.0,10.43,7.61,1412.0,,4.97,9.26,1.85,8172.0,2550.0,3.8,01:29,0.1,00:20,22%,3.61,2.34,59%,240.0,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1831,18021.0,12.37,10.82,1467.0,,7.9,10.89,1.7,7069.0,2090.0,4.79,01:20,0.13,00:58,15%,5.52,3.6,58%,329.0,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650,16.92,,516,,7.42,12.95,1.9,9863,2382,7.17,02:02,0.17,00:09,,1422,5.27,45%,1691,,,,,,,,,,,,,,,,
298,2972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,3194,3655.0,10.16,7.07,1482.0,,9.87,8.54,0.59,7780.0,2212.0,1.47,00:27,,00:17,15%,5.74,1.91,52%,497.0,49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,3228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2571,3603.0,12.15,10.19,1686.0,,7.05,12.84,3.14,9434.0,2826.0,3.72,01:10,0.39,01:42,25%,8.23,3.04,65%,669.0,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,3264,7245.0,11.46,8.9,1199.0,,5.63,7.79,0.98,9419.0,2394.0,3.14,00:28,0.07,00:44,19%,6.87,4.39,61%,432.0,56%,7242.0,16.29,2.79,1763.0,12.54,5.45,10.16,2.05,9752.0,3116.0,4.23,00:33,0.14,00:42,36%,2.79,65%,2.32,1062.0,,,,,,,,,,,,,,,,,,,3616.0,13.85,9.34,2927.0,14.0,7.31,19.29,2.49,8514.0,5301.0,10.58,01:46,0.62,01:39,28%,15.56,1903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2521,3636.0,10.04,8.86,1512.0,,6.33,9.49,2.17,8532.0,3323.0,4.25,00:39,0.54,01:08,21%,7.41,3.25,52%,439.0,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3638.0,12.57,11.72,1936.0,17.73,5.35,19.32,4.31,8093.0,5564.0,8.91,02:45,0.75,02:14,28%,14.07,1920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649.0,23.64,19.45,4592.0,12.26,5.54,19.45,6.91,7850.0,6504.0,8.17,01:00,0.88,01:33,27%,1986.0
307,1634,7212.0,14.6,9.44,1515.0,,7.23,10.74,2.62,7324.0,2051.0,5.37,01:20,0.28,00:53,15%,4.96,3.31,55%,428.0,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2461,3641.0,14.09,10.46,1121.0,,5.02,9.76,0.7,9770.0,2202.0,3.63,00:42,,00:59,10%,6.83,4.32,47%,295.0,48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3657.0,17.45,13.06,2673.0,8.3,6.59,12.33,3.54,6625.0,4871.0,4.27,01:05,0.85,00:48,21%,1485.0
309,2029,3632.0,9.7,4.73,1316.0,,4.85,6.74,0.83,7897.0,2006.0,3.08,00:58,,00:21,20%,2.37,1.66,58%,491.0,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10808.0,20.43,18.55,3981.0,9.45,4.6,15.04,3.81,6312.0,4669.0,6.63,00:54,0.35,00:25,21%,2629.0
310,2658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10816.0,12.73,10.96,1729.0,12.05,4.51,13.49,3.5,9302.0,3100.0,5.27,01:25,0.46,01:01,17%,14.29,1368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1509,14446.0,10.5,9.9,1237.0,,6.4,9.86,1.84,7469.0,2595.0,4.03,00:52,0.08,00:34,22%,4.89,3.88,64%,272.0,52%,10843.0,17.13,2.24,1837.0,11.09,6.99,9.8,3.06,8683.0,3145.0,4.62,00:57,0.22,01:22,36%,2.24,63%,2.85,1065.0,3656.0,27.61,5.0,695.0,,8.4,14.85,3.07,7990.0,3230.0,8.56,01:10,0.81,00:24,,1175.0,2277.0,31%,,,,,,,,,,,,,,,,,,7213.0,18.99,2.26,34.4,0.99,6.39,0.99,0.35,10672.0,182.0,0.23,00:48,,00:04,33%,299.0,4.24,3613,16.03,,999,,5.94,21.37,5.46,7971,4928,10.21,01:15,0.47,00:15,,1407,4.04,45%,1089,,,,,,,,,,,,,,,,
312,1776,7246.0,14.67,9.27,1365.0,,5.99,11.62,2.76,9126.0,2614.0,4.66,01:07,0.35,00:43,18%,5.75,4.14,52%,575.0,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2670,7224.0,12.21,10.21,1118.0,,6.81,8.69,1.7,9261.0,1983.0,3.93,00:55,0.23,01:10,16%,6.63,3.64,61%,296.0,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7230.0,23.49,5.38,37.92,0.37,5.75,0.8,0.49,10734.0,155.0,0.06,00:56,0.18,00:01,31%,553.0,5.14,,,,,,,,,,,,,,,,,,,,3627.0,17.61,15.2,3373.0,6.77,6.02,11.29,3.76,6815.0,4403.0,4.97,01:20,0.45,00:12,22%,1101.0
314,4665,14442.0,10.77,10.17,1507.0,,5.27,11.69,2.91,10684.0,3401.0,3.27,00:39,0.2,01:28,24%,6.34,3.07,63%,434.0,61%,21638.0,20.71,2.76,4092.0,25.16,5.44,18.93,5.51,11639.0,6431.0,5.66,00:52,0.35,02:53,35%,2.76,73%,4.67,1655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21650.0,20.42,16.51,3764.0,18.4,5.21,16.33,6.01,7380.0,6226.0,3.63,00:30,0.6,00:56,23%,2140.0
315,2403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1892,,,,,,,,,,,,,,,,,,,,,3619.0,17.73,2.43,1263.0,1.85,5.79,4.98,1.16,11138.0,970.0,1.85,00:48,0.12,00:51,21%,2.43,71%,2.2,1137.0,,,,,,,,,,,,,,,,,,,3634.0,8.24,7.17,1966.0,8.85,7.63,14.34,3.97,8001.0,2927.0,7.17,01:37,0.61,00:11,28%,9.3,1862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2239,,,,,,,,,,,,,,,,,,,,,3622.0,20.48,1.63,1254.0,1.63,5.49,3.71,0.59,9264.0,762.0,2.37,00:47,,00:08,24%,1.63,68%,1.48,917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2567,18017.0,13.34,8.29,1302.0,,4.37,8.44,1.68,9194.0,2044.0,2.66,00:27,0.12,00:49,10%,3.59,4.19,53%,353.0,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14406.0,19.36,17.94,4477.0,10.46,3.81,16.53,4.84,6064.0,5498.0,5.58,00:25,0.92,00:33,22%,1701.0
320,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656.0,18.27,19.14,4560.0,9.14,5.87,18.06,5.11,5812.0,5364.0,8.81,01:17,0.65,01:01,23%,1473.0
321,2008,3619.0,12.39,8.62,1541.0,,6.92,9.72,1.46,8257.0,2865.0,4.25,00:52,0.36,00:59,18%,4.98,3.04,58%,643.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651.0,20.45,13.0,3080.0,14.76,6.77,19.63,7.31,7345.0,6959.0,8.12,01:02,1.22,01:18,28%,1883.0
322,1940,3653.0,11.54,11.54,1676.0,,6.58,13.08,3.97,7201.0,3601.0,4.78,00:57,0.27,00:42,22%,6.67,3.88,56%,500.0,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,3031,,,,,,,,,,,,,,,,,,,,,3632.0,19.74,2.55,1471.0,11.59,5.98,12.61,3.18,9817.0,3278.0,5.73,00:45,0.25,00:32,34%,2.55,71%,2.55,743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7230,18.19,,1550,,5.01,25.07,6.01,10284,7448,11.95,01:22,0.64,01:16,,2015,6.47,48%,1725,,,,,,,,,,,,,,,,
325,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,17.37,,634,,5.45,17.5,4.82,8924,5045,8.68,01:14,0.82,00:29,,1254,5.32,40%,1755,,,,,,,,,,,,,,,,
327,1638,,,,,,,,,,,,,,,,,,,,,3629.0,21.53,2.9,1978.0,7.79,6.11,10.08,1.53,8360.0,2445.0,5.96,01:38,,01:23,20%,2.9,54%,1.37,1311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,15.61,,1434,,7.86,20.41,5.92,8282,6694,10.82,01:15,0.71,01:05,,1144,4.59,50%,1147,,,,,,,,,,,,,,,,
329,1705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2315,3614.0,9.69,9.55,933.0,,4.85,15.37,3.88,8339.0,4355.0,4.57,00:31,0.69,00:45,36%,7.75,4.02,67%,324.0,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,1847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3645.0,8.54,10.77,830.0,12.14,8.05,15.85,4.71,5641.0,4744.0,4.71,00:51,0.87,00:34,37%,11.52,1974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2154,10845.0,16.81,12.17,1259.0,,6.17,12.25,2.28,8557.0,2374.0,5.83,01:23,0.21,02:10,16%,7.77,4.44,50%,486.0,52%,7254.0,24.43,1.38,1089.0,5.18,5.59,7.66,2.28,11100.0,1666.0,2.76,01:01,0.28,00:55,26%,1.38,68%,2.76,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
