,rating,ana_timePlayed,ana_defensiveAssistsAvgPer10Min,ana_offensiveAssistsAvgPer10Min,ana_barrierDamageDoneAvgPer10Min,ana_criticalHitsAvgPer10Min,ana_deathsAvgPer10Min,ana_eliminationsAvgPer10Min,ana_finalBlowsAvgPer10Min,ana_healingDoneAvgPer10Min,ana_heroDamageDoneAvgPer10Min,ana_objectiveKillsAvgPer10Min,ana_objectiveTimeAvgPer10Min,ana_soloKillsAvgPer10Min,ana_timeSpentOnFireAvgPer10Min,ana_weaponAccuracy,ana_enemiesSleptAvgPer10Min,ana_nanoBoostAssistsAvgPer10Min,ana_scopedAccuracy,ana_selfHealingAvgPer10Min,ana_unscopedAccuracy,baptiste_timePlayed,baptiste_defensiveAssistsAvgPer10Min,baptiste_offensiveAssistsAvgPer10Min,baptiste_barrierDamageDoneAvgPer10Min,baptiste_criticalHitsAvgPer10Min,baptiste_deathsAvgPer10Min,baptiste_eliminationsAvgPer10Min,baptiste_finalBlowsAvgPer10Min,baptiste_healingDoneAvgPer10Min,baptiste_heroDamageDoneAvgPer10Min,baptiste_objectiveKillsAvgPer10Min,baptiste_objectiveTimeAvgPer10Min,baptiste_soloKillsAvgPer10Min,baptiste_timeSpentOnFireAvgPer10Min,baptiste_weaponAccuracy,baptiste_amplificationMatrixAssistsAvgPer10Min,baptiste_healingAccuracy,baptiste_immortalityFieldDeathsPreventedAvgPer10Min,baptiste_selfHealingAvgPer10Min,brigitte_timePlayed,brigitte_defensiveAssistsAvgPer10Min,brigitte_offensiveAssistsAvgPer10Min,brigitte_barrierDamageDoneAvgPer10Min,brigitte_criticalHitsAvgPer10Min,brigitte_deathsAvgPer10Min,brigitte_eliminationsAvgPer10Min,brigitte_finalBlowsAvgPer10Min,brigitte_healingDoneAvgPer10Min,brigitte_heroDamageDoneAvgPer10Min,brigitte_objectiveKillsAvgPer10Min,brigitte_objectiveTimeAvgPer10Min,brigitte_soloKillsAvgPer10Min,brigitte_timeSpentOnFireAvgPer10Min,brigitte_weaponAccuracy,brigitte_armorProvidedAvgPer10Min,brigitte_damageBlockedAvgPer10Min,brigitte_inspireUptimePercentage,lucio_timePlayed,lucio_defensiveAssistsAvgPer10Min,lucio_offensiveAssistsAvgPer10Min,lucio_barrierDamageDoneAvgPer10Min,lucio_criticalHitsAvgPer10Min,lucio_deathsAvgPer10Min,lucio_eliminationsAvgPer10Min,lucio_finalBlowsAvgPer10Min,lucio_healingDoneAvgPer10Min,lucio_heroDamageDoneAvgPer10Min,lucio_objectiveKillsAvgPer10Min,lucio_objectiveTimeAvgPer10Min,lucio_soloKillsAvgPer10Min,lucio_timeSpentOnFireAvgPer10Min,lucio_weaponAccuracy,lucio_soundBarriersProvidedAvgPer10Min,lucio_selfHealingAvgPer10Min,mercy_timePlayed,mercy_defensiveAssistsAvgPer10Min,mercy_offensiveAssistsAvgPer10Min,mercy_barrierDamageDoneAvgPer10Min,mercy_criticalHitsAvgPer10Min,mercy_deathsAvgPer10Min,mercy_eliminationsAvgPer10Min,mercy_finalBlowsAvgPer10Min,mercy_healingDoneAvgPer10Min,mercy_heroDamageDoneAvgPer10Min,mercy_objectiveKillsAvgPer10Min,mercy_objectiveTimeAvgPer10Min,mercy_soloKillsAvgPer10Min,mercy_timeSpentOnFireAvgPer10Min,mercy_weaponAccuracy,mercy_damageAmplifiedAvgPer10Min,mercy_playersResurrectedAvgPer10Min,moira_timePlayed,moira_defensiveAssistsAvgPer10Min,moira_offensiveAssistsAvgPer10Min,moira_barrierDamageDoneAvgPer10Min,moira_criticalHitsAvgPer10Min,moira_deathsAvgPer10Min,moira_eliminationsAvgPer10Min,moira_finalBlowsAvgPer10Min,moira_healingDoneAvgPer10Min,moira_heroDamageDoneAvgPer10Min,moira_objectiveKillsAvgPer10Min,moira_objectiveTimeAvgPer10Min,moira_soloKillsAvgPer10Min,moira_timeSpentOnFireAvgPer10Min,moira_weaponAccuracy,moira_coalescenceHealingAvgPer10Min,moira_coalescenceKillsAvgPer10Min,moira_secondaryFireAccuracy,moira_selfHealingAvgPer10Min,zenyatta_timePlayed,zenyatta_defensiveAssistsAvgPer10Min,zenyatta_offensiveAssistsAvgPer10Min,zenyatta_barrierDamageDoneAvgPer10Min,zenyatta_criticalHitsAvgPer10Min,zenyatta_deathsAvgPer10Min,zenyatta_eliminationsAvgPer10Min,zenyatta_finalBlowsAvgPer10Min,zenyatta_healingDoneAvgPer10Min,zenyatta_heroDamageDoneAvgPer10Min,zenyatta_objectiveKillsAvgPer10Min,zenyatta_objectiveTimeAvgPer10Min,zenyatta_soloKillsAvgPer10Min,zenyatta_timeSpentOnFireAvgPer10Min,zenyatta_weaponAccuracy,zenyatta_transcendenceHealingBest
977,2747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,3058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,2795,7248.0,15.77,13.33,906.0,,5.88,17.08,4.38,7831.0,4870.0,6.13,00:47,0.63,01:55,37%,7.76,3.88,64%,384.0,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,1653,3644.0,9.21,9.07,1503.0,,4.67,8.94,2.2,8391.0,2454.0,3.57,00:39,,00:46,11%,8.11,3.3,15%,367.0,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3604,12.72,,1537,,5.58,24.39,7.01,8587,7635,12.85,01:24,0.26,00:59,,1826,5.58,42%,1651,,,,,,,,,,,,,,,,
981,1915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,2581,25201.0,13.81,11.17,1090.0,,6.24,11.73,2.29,7617.0,2566.0,5.21,01:05,0.19,01:21,22%,6.5,3.64,59%,432.0,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39623.0,21.93,8.54,,,6.56,,,10449.0,,,00:46,,00:10,,747.0,5.72,10821,12.55,,427,,8.62,8.42,1.11,9048,2232,4.29,01:05,0.15,00:05,,1314,2.67,37%,1391,,,,,,,,,,,,,,,,
983,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609.0,26.61,4.12,31.67,0.79,6.81,0.79,0.32,10861.0,105.0,0.79,01:26,0.16,00:16,26%,208.0,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,2255,3616.0,8.1,7.69,902.0,,6.75,9.76,2.49,6198.0,3144.0,2.29,00:18,0.31,00:17,25%,8.21,2.6,50%,449.0,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,1740,10844.0,15.73,7.89,1128.0,,6.8,9.16,1.79,9586.0,1658.0,4.49,01:15,,00:25,10%,3.02,3.45,52%,370.0,48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10809.0,24.81,7.41,29.17,0.05,5.5,0.19,0.05,11167.0,33.18,0.05,00:55,,00:02,31%,947.0,4.35,3656,17.62,,947,,5.84,21.37,5.53,11015,3670,12.3,02:04,0.31,00:46,,1816,6.15,44%,1523,,,,,,,,,,,,,,,,
986,2659,,,,,,,,,,,,,,,,,,,,,7218.0,17.5,1.5,1195.0,5.46,4.99,7.44,2.45,10930.0,2179.0,2.93,00:50,0.08,00:37,34%,1.5,75%,2.06,915.0,,,,,,,,,,,,,,,,,,,3607.0,12.72,5.61,3098.0,9.16,4.79,12.99,3.01,10578.0,3696.0,7.8,02:39,0.27,01:11,29%,17.37,1712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,2420,3628.0,17.13,12.93,1286.0,,5.53,12.6,3.54,8963.0,2314.0,4.97,01:17,0.44,02:17,14%,8.62,5.64,51%,404.0,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,2682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612.0,22.81,16.01,2799.0,12.99,6.5,17.22,5.14,7998.0,6453.0,7.4,01:14,0.76,00:51,25%,1568.0
990,1358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,2035,7236.0,11.36,9.26,1435.0,,6.66,8.41,1.33,7418.0,2019.0,3.58,01:00,,00:57,14%,5.75,3.65,53%,801.0,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3657.0,15.51,6.88,3372.0,13.95,5.97,13.86,1.74,11901.0,4196.0,7.89,02:18,0.09,01:15,24%,18.82,2331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,1629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,1594,36004.0,9.6,8.04,1260.0,,6.85,7.87,1.48,6958.0,2104.0,3.56,01:03,0.16,00:37,13%,5.01,3.21,51%,319.0,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54036.0,12.52,5.14,2084.0,9.15,6.77,12.44,2.14,10522.0,3126.0,6.73,01:57,0.16,01:03,22%,11.87,2046.0,50429.0,20.38,4.29,21.41,0.4,6.77,0.5,0.15,9554.0,93.33,0.14,01:03,,00:04,29%,448.0,4.69,72017,18.29,,698,,6.47,16.9,3.76,10705,4532,9.27,01:21,0.39,00:42,,1532,4.26,49%,1328,,,,,,,,,,,,,,,,
994,1974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,1103,14405.0,8.28,9.44,1029.0,,7.27,9.44,2.24,5566.0,2427.0,4.54,00:53,0.38,00:50,23%,6.12,3.53,57%,460.0,49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3643.0,21.5,12.87,82.02,2.97,8.77,1.56,0.42,6946.0,305.0,0.71,01:05,0.28,01:14,28%,1207.0,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,2014,3608.0,12.61,8.24,1108.0,,6.21,10.57,3.1,8602.0,2476.0,4.27,01:12,0.29,01:02,17%,4.65,3.3,52%,648.0,48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,2168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,3573,64847.0,13.63,9.53,1268.0,,4.08,9.12,1.3,10308.0,2245.0,2.8,00:24,0.06,00:40,17%,4.46,3.89,63%,323.0,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649.0,22.97,14.59,3666.0,9.14,4.31,11.04,2.16,7150.0,3984.0,2.92,00:48,0.25,00:19,16%,1233.0
999,1945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649.0,16.66,6.77,16.26,1.49,7.18,0.95,0.41,7892.0,181.0,0.54,00:46,0.14,00:03,33%,925.0,6.23,10854,17.07,,1110,,6.42,21.59,4.79,9036,5802,11.15,01:32,0.76,00:41,,1446,4.79,54%,1352,,,,,,,,,,,,,,,,
1001,3207,,,,,,,,,,,,,,,,,,,,,3648.0,22.43,2.51,2352.0,12.41,5.25,12.77,3.58,11438.0,3480.0,5.25,00:43,0.36,01:35,37%,2.51,77%,2.74,875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,2066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1347,3647.0,11.71,10.44,1258.0,,6.96,11.5,3.48,7000.0,2576.0,4.85,01:04,0.53,01:17,14%,7.07,2.43,39%,375.0,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10835,28.74,,1637,,4.24,31.47,7.1,13244,8007,16.08,01:44,0.64,03:30,,2424,8.52,58%,1783,,,,,,,,,,,,,,,,
1005,2663,,,,,,,,,,,,,,,,,,,,,3637.0,24.35,3.43,3884.0,20.56,6.15,20.8,6.97,9551.0,6087.0,8.27,00:55,0.59,03:30,37%,3.43,74%,2.84,1356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,2485,7241.0,14.23,9.82,869.0,,6.01,11.62,2.87,9544.0,2790.0,4.14,00:41,0.27,01:15,23%,6.81,3.67,64%,460.0,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,2459,7209.0,10.87,8.52,1355.0,,7.2,9.84,1.76,7858.0,2729.0,4.04,00:45,0.15,00:56,18%,5.66,2.86,52%,473.0,49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21624.0,11.63,5.13,2812.0,11.98,7.5,13.36,2.52,10453.0,3724.0,6.42,01:57,0.08,00:43,27%,12.73,2133.0,7241.0,20.76,7.55,90.44,0.72,7.09,0.52,0.2,10970.0,164.0,,00:50,0.07,00:07,35%,750.0,4.68,,,,,,,,,,,,,,,,,,,,7217.0,20.64,14.45,3141.0,8.37,8.26,14.39,4.46,6769.0,5199.0,4.35,00:50,0.73,00:52,25%,1449.0
1008,2157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,3152,3616.0,15.32,11.18,1322.0,,4.5,12.89,2.92,8663.0,3009.0,3.89,01:03,0.61,01:19,21%,7.66,3.65,63%,500.0,52%,3650.0,21.71,4.21,2906.0,11.44,5.47,18.76,5.22,10682.0,4147.0,6.98,00:42,0.25,01:57,29%,4.21,73%,3.45,1347.0,,,,,,,,,,,,,,,,,,,3624.0,9.97,16.33,1575.0,14.91,6.7,20.69,6.45,5284.0,4527.0,4.61,00:44,1.68,01:40,26%,8.54,1378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,1125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.0,27.27,5.15,1685.0,,6.66,15.83,3.77,9099.0,3962.0,5.53,02:05,0.38,00:54,,1985.0,2816.0,37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,2989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,2729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,1316,3655.0,9.02,7.23,1240.0,,8.62,7.33,1.29,6666.0,2161.0,2.08,00:51,,00:27,16%,4.86,2.87,50%,585.0,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,1216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,2900,14421.0,10.9,7.79,1100.0,,6.81,8.66,1.57,9176.0,2306.0,3.35,01:12,0.17,01:01,24%,5.2,3.35,63%,493.0,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,3192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,3171,,,,,,,,,,,,,,,,,,,,,7249.0,23.59,3.28,2711.0,9.15,5.64,12.83,3.62,12058.0,3834.0,6.27,01:09,0.23,02:30,20%,3.28,77%,3.22,1109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,3007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,2098,43242.0,12.75,10.29,1211.0,,5.64,11.2,2.43,9479.0,2792.0,4.36,00:47,0.21,01:17,18%,5.57,3.6,60%,309.0,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7236.0,19.93,7.73,6.72,1.46,5.1,1.06,0.67,11413.0,209.0,0.22,00:36,0.28,00:05,31%,878.0,5.94,,,,,,,,,,,,,,,,,,,,21602.0,18.83,18.36,4070.0,12.76,5.92,16.17,5.1,6675.0,5497.0,6.94,01:02,1.14,00:41,22%,1950.0
1021,1973,3628.0,12.76,10.6,1649.0,,8.22,11.14,2.38,8604.0,2382.0,4.65,00:52,0.43,01:30,11%,5.62,4.0,50%,550.0,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,12.73,15.91,2678.0,9.24,6.59,15.99,5.76,3848.0,5747.0,7.42,00:55,0.91,00:26,28%,1188.0
1023,2089,14450.0,14.21,13.12,1202.0,,5.83,13.9,3.64,9246.0,3487.0,5.02,00:51,0.46,02:20,23%,7.81,4.91,58%,524.0,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3636.0,15.74,12.37,2694.0,11.59,7.27,18.77,8.56,7295.0,6936.0,6.49,00:45,1.82,02:00,32%,2388.0
1024,3123,7206.0,10.39,9.46,1000.0,,6.68,9.99,1.32,9230.0,2427.0,3.18,00:29,,00:23,17%,7.35,3.31,55%,322.0,55%,10844.0,21.67,2.89,2452.0,12.68,4.14,14.15,4.67,11687.0,3653.0,4.67,00:35,0.44,01:28,33%,2.89,70%,2.0,1205.0,3604.0,25.46,4.35,1656.0,,6.28,12.73,4.83,8984.0,3517.0,3.54,01:24,0.32,00:15,,1356.0,1316.0,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.0,21.42,9.39,4238.0,14.4,6.01,14.78,4.51,7247.0,5160.0,5.89,00:44,0.5,00:22,23%,995.0
1025,2514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,1561,3605.0,13.01,11.15,1129.0,,7.32,10.45,1.97,7805.0,2009.0,4.3,00:53,0.12,01:11,15%,5.92,4.41,58%,187.0,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2910,25207.0,16.36,10.83,1624.0,,5.81,11.16,1.7,10676.0,2456.0,4.57,00:59,0.04,01:23,20%,6.05,4.19,64%,471.0,61%,3652.0,22.27,2.75,2247.0,7.26,5.26,9.93,1.67,13291.0,2709.0,4.34,00:43,0.17,01:42,33%,2.75,79%,3.5,1125.0,,,,,,,,,,,,,,,,,,,3621.0,14.47,15.81,1979.0,12.84,6.8,18.3,3.74,7782.0,4412.0,7.95,01:41,0.77,01:45,33%,12.36,1553.0,10810.0,20.16,9.42,44.66,1.99,5.0,1.24,0.49,11590.0,312.0,0.27,00:31,0.18,00:06,32%,1214.0,4.33,3621,20.32,,987,,6.17,24.11,4.77,11576,6504,11.91,01:18,0.28,01:14,,1757,8.41,52%,1323,,,,,,,,,,,,,,,,
1028,3015,3656.0,10.43,7.51,1827.0,,6.95,7.51,1.25,7590.0,1832.0,2.5,00:40,,00:14,12%,3.48,3.48,54%,307.0,49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648.0,22.84,13.71,192.0,4.95,4.19,4.44,1.78,10393.0,738.0,1.02,00:50,0.13,00:29,40%,1360.0,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,1836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,2370,3651.0,12.49,7.89,762.0,,7.4,7.56,0.99,8124.0,1973.0,3.29,01:24,0.16,00:32,9%,5.26,2.79,48%,365.0,41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,2551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,2336,10823.0,14.52,11.62,983.0,,5.91,10.51,1.74,8910.0,2671.0,4.49,01:14,0.05,01:09,19%,5.86,4.49,57%,440.0,55%,,,,,,,,,,,,,,,,,,,,3651.0,22.67,3.82,968.0,,7.91,10.81,2.77,7700.0,2736.0,4.48,01:38,0.13,00:48,,1204.0,2249.0,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,3135,3658.0,12.63,7.05,1153.0,,7.05,8.53,1.64,9120.0,2095.0,2.79,00:14,,00:05,19%,3.77,3.61,63%,211.0,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608.0,18.42,13.54,4572.0,8.99,5.44,12.09,2.55,7888.0,4349.0,3.99,01:08,0.67,00:34,19%,2287.0
1035,2265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,2263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
